Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Start,Stop,Protein_ID,Product
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,872.0,1063.0,AIZ94844.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1082.0,1324.0,AIZ94845.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1321.0,1563.0,AIZ94846.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1563.0,1814.0,AIZ94847.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1818.0,2126.0,AIZ94848.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2110.0,2406.0,AIZ94849.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2410.0,2613.0,AIZ94850.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2633.0,2851.0,AIZ94851.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2848.0,3081.0,AIZ94852.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3078.0,3299.0,AIZ94853.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3372.0,3557.0,AIZ94854.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3649.0,3939.0,AIZ94855.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4124.0,4417.0,AIZ94856.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4417.0,4818.0,AIZ94857.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4818.0,5069.0,AIZ94858.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,5069.0,5509.0,AIZ94859.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,5542.0,5892.0,AIZ94860.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6849.0,7109.0,AIZ94862.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7114.0,7395.0,AXL96684.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7400.0,7714.0,AIZ94863.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7747.0,8019.0,AIZ94864.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,9393.0,9545.0,AIZ94866.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,9618.0,9842.0,AIZ94867.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,9846.0,10472.0,AIZ94868.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,10469.0,11023.0,AIZ94869.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,11023.0,11604.0,AIZ94870.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,11604.0,12122.0,AIZ94871.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,12119.0,12343.0,AIZ94872.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,12587.0,12772.0,AIZ94873.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,13462.0,13872.0,AIZ94875.2,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,14986.0,15504.0,AXL96685.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,15504.0,16733.0,AIZ94877.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,17989.0,18516.0,AIZ94879.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,21128.0,21352.0,AIZ94881.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,21754.0,21954.0,AXL96687.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,21957.0,22355.0,AIZ94884.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,22199.0,22543.0,AIZ94885.2,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,26901.0,27125.0,AIZ94888.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,27209.0,27526.0,AIZ94889.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,27576.0,27767.0,AIZ94890.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,27760.0,28317.0,AIZ94891.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,28380.0,28892.0,AIZ94892.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,28889.0,29413.0,AIZ94893.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,29410.0,29652.0,AIZ94894.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,29480.0,29959.0,AXL96688.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,29959.0,33168.0,AIZ94895.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,33207.0,33878.0,AIZ94896.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,33875.0,34174.0,AIZ94897.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35402.0,35695.0,AXL96690.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35735.0,35908.0,AXL96691.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35853.0,36281.0,AIZ94899.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,36278.0,36646.0,AIZ94900.2,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,36648.0,37658.0,AIZ94901.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,39890.0,40624.0,AIZ94903.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,40651.0,41397.0,AIZ94904.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,41401.0,41766.0,AIZ94905.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,41763.0,42206.0,AIZ94906.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,42194.0,42754.0,AIZ94907.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,42766.0,43203.0,AIZ94908.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,43261.0,43665.0,AIZ94909.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,44072.0,44308.0,AIZ94910.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,44305.0,44622.0,AIZ94911.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,44632.0,44835.0,AIZ94912.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,44851.0,55047.0,AIZ94913.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,55048.0,56613.0,AIZ94914.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,56613.0,57080.0,AIZ94915.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,57061.0,59283.0,AIZ94916.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,60309.0,60974.0,AIZ94918.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,62265.0,63461.0,AIZ94920.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,63461.0,63799.0,AIZ94921.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,66507.0,66806.0,AIZ94924.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,66838.0,67572.0,AIZ94925.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,67569.0,69221.0,AIZ94926.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,69218.0,69946.0,AIZ94927.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,70013.0,70444.0,AIZ94928.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,70444.0,70656.0,AIZ94929.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,70653.0,70913.0,AIZ94930.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,70904.0,71212.0,AIZ94931.1,hypothetical protein
KM411959.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,71418.0,72080.0,AIZ94932.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,412.0,579.0,AJD82694.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1012.0,1182.0,AJD82695.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1200.0,1754.0,AJD82696.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1754.0,1897.0,AJD82697.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1966.0,2184.0,AJD82698.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2181.0,2321.0,AJD82699.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2815.0,3048.0,AJD82700.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3051.0,3281.0,AJD82701.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3278.0,3526.0,AJD82702.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3501.0,3782.0,AJD82703.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3784.0,4059.0,AJD82704.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4070.0,4225.0,AJD82705.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4212.0,4358.0,AJD82706.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4367.0,4624.0,AJD82707.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4614.0,4895.0,AJD82708.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4895.0,5158.0,AJD82709.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,5158.0,5430.0,AJD82710.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,5427.0,5837.0,AJD82711.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,5964.0,6164.0,AJD82712.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6161.0,6613.0,AJD82713.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6620.0,6949.0,AJD82714.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6901.0,8025.0,AJD82715.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,8028.0,8975.0,AJD82716.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,8986.0,9792.0,AJD82717.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,9785.0,10363.0,AJD82718.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,10342.0,11538.0,AJD82719.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,13114.0,13332.0,AJD82721.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,13459.0,14349.0,AJD82722.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,14735.0,15097.0,AJD82724.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,17267.0,17575.0,AJD82727.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,17367.0,17579.0,AJD82728.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,17611.0,17802.0,AJD82729.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,17792.0,17956.0,AJD82730.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,18132.0,18638.0,AJD82732.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,18759.0,18956.0,AJD82733.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,20664.0,21224.0,AJD82735.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,21121.0,21705.0,AJD82736.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,21677.0,21970.0,AJD82737.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,22813.0,23793.0,AJD82739.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,23988.0,24749.0,AJD82741.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,24809.0,24964.0,AJD82742.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,24967.0,25176.0,AJD82743.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25130.0,25369.0,AJD82744.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25499.0,25741.0,AJD82745.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25789.0,26145.0,AJD82746.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,26160.0,27164.0,AJD82747.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,27058.0,30228.0,AJD82748.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,30384.0,31907.0,AJD82749.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,31912.0,32295.0,AJD82750.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,33220.0,33654.0,AJD82752.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,33651.0,34340.0,AJD82753.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,34337.0,35878.0,AJD82754.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,36524.0,36772.0,AJD82756.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,36756.0,37115.0,AJD82757.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,36958.0,37584.0,AJD82758.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,37587.0,37907.0,AJD82759.1,hypothetical protein
KP233880.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,39931.0,40122.0,AJD82762.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,570.0,971.0,AKC04744.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,971.0,1210.0,AKC04745.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,1831.0,2016.0,AKC04747.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2088.0,2309.0,AKC04748.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2306.0,2539.0,AKC04749.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2536.0,2754.0,AKC04750.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2784.0,2987.0,AKC04751.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,2991.0,3200.0,AKC04752.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,3583.0,3834.0,AKC04754.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,4073.0,4315.0,AKC04756.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6552.0,6761.0,AKC04760.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6851.0,7111.0,AKC04761.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7108.0,7320.0,AKC04762.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7320.0,7751.0,AKC04763.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,7818.0,8543.0,AKC04764.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,14304.0,15494.0,AKC04771.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,16785.0,17450.0,AKC04773.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,18476.0,20698.0,AKC04775.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,20700.0,21146.0,AKC04776.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,34094.0,34498.0,AKC04782.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,34556.0,34993.0,AKC04783.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35553.0,35996.0,AKC04785.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35993.0,36358.0,AKC04786.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,37918.0,40086.0,AKC04789.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,40101.0,41111.0,AKC04790.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,41113.0,41400.0,AKC04791.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,41493.0,41918.0,AKC04792.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,43597.0,43896.0,AKC04794.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,43893.0,44564.0,AKC04795.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,48305.0,48397.0,AKC04798.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,49490.0,50029.0,AKC04801.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,50281.0,50481.0,AKC04803.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,50682.0,50906.0,AKC04804.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,55457.0,55855.0,AKC04808.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,59296.0,59823.0,AKC04813.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,61079.0,62308.0,AKC04815.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,63940.0,64182.0,AKC04817.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,64179.0,65012.0,AKC04818.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,65500.0,65724.0,AKC04819.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,65721.0,66236.0,AKC04820.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,66233.0,66817.0,AKC04821.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,66817.0,67371.0,AKC04822.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,67368.0,67994.0,AKC04823.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,67998.0,68222.0,AKC04824.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,70384.0,70644.0,AKC04826.1,hypothetical protein
KP994390.1,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,71601.0,71903.0,AKC04828.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,6459.0,7274.0,ALH23821.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,8522.0,9031.0,ALH23819.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,9105.0,9815.0,ALH23818.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,13580.0,13825.0,ALH23811.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,22468.0,22647.0,ALH23803.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,24811.0,25095.0,ALH23801.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25179.0,25544.0,ALH23800.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25516.0,25722.0,ALH23799.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,25784.0,26062.0,ALH23798.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,30363.0,30809.0,ALH23794.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,31421.0,31795.0,ALH23792.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,34394.0,34918.0,ALH23788.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35015.0,35686.0,ALH23787.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35676.0,35849.0,ALH23786.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,35890.0,36417.0,ALH23785.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,39298.0,39489.0,ALH23782.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,39552.0,40394.0,ALH23781.2,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,42011.0,42283.0,ALH23778.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,44366.0,44818.0,ALH23774.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,47762.0,48004.0,ALH23771.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,48095.0,48739.0,ALH23770.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,49140.0,49304.0,ALH23769.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,49329.0,49631.0,ALH23768.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,50046.0,50678.0,ALH23767.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,50681.0,51199.0,ALH23766.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,51199.0,51627.0,ALH23765.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,52908.0,53330.0,ALH23761.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,55369.0,55830.0,ALH23759.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,55827.0,56060.0,ALH23758.1,hypothetical protein
JQ067084.3,Pseudomonas aeruginosa,virulent,GENBANK,Genbank,57598.0,57852.0,ALH23756.1,hypothetical protein
Station168_IZZ_ALL_assembly_NODE_10948_length_11277_cov_27.117359,Pseudomonas aeruginosa,virulent,GOV2,prodigal,5944.0,6525.0,Station168_IZZ_ALL_assembly_NODE_10948_length_11277_cov_27.117359_12,hypothetical protein
Station85_SUR_COMBINED_FINAL_NODE_2630_length_14249_cov_27.481541,Pseudomonas aeruginosa,virulent,GOV2,prodigal,12061.0,12558.0,Station85_SUR_COMBINED_FINAL_NODE_2630_length_14249_cov_27.481541_6,hypothetical protein
Station178_SUR_ALL_assembly_NODE_5115_length_16855_cov_2.886190,Pseudomonas aeruginosa,virulent,GOV2,prodigal,15328.0,15945.0,Station178_SUR_ALL_assembly_NODE_5115_length_16855_cov_2.886190_19,hypothetical protein
Station78_MES_DO_NOT_POOL_NODE_4927_length_11426_cov_10.471638,Pseudomonas aeruginosa,virulent,GOV2,prodigal,6622.0,7239.0,Station78_MES_DO_NOT_POOL_NODE_4927_length_11426_cov_10.471638_9,hypothetical protein
Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808,Pseudomonas aeruginosa,virulent,GOV2,prodigal,1029.0,1904.0,Station68_DCM_ALL_assembly_NODE_836_length_16608_cov_4.974808_5,hypothetical protein
